學校代碼,學校名稱,日間∕進修別,等級別,學生數,縣市名稱
0009,國立中山大學,N 職,Master,832,50 高雄市
0009,國立中山大學,S 暑,Master,26,50 高雄市
0012,國立臺灣海洋大學,D 日,Doctor,334,17 基隆市
0012,國立臺灣海洋大學,D 日,Master,1430,17 基隆市
0012,國立臺灣海洋大學,D 日,Bachelor,5409,17 基隆市
0012,國立臺灣海洋大學,N 職,Master,562,17 基隆市
0012,國立臺灣海洋大學,N 修,others,124,17 基隆市
0012,國立臺灣海洋大學,P 進,Bachelor,512,17 基隆市
0013,國立中正大學,D 日,Doctor,625,10 嘉義縣
0013,國立中正大學,D 日,Master,2873,10 嘉義縣
0013,國立中正大學,D 日,Bachelor,6631,10 嘉義縣
0013,國立中正大學,N 職,Master,1709,10 嘉義縣
0014,國立高雄師範大學,D 日,Doctor,465,50 高雄市
0014,國立高雄師範大學,D 日,Master,1428,50 高雄市
0014,國立高雄師範大學,D 日,Bachelor,3433,50 高雄市
0014,國立高雄師範大學,N 職,Master,1286,50 高雄市
0015,國立彰化師範大學,D 日,Doctor,465,07 彰化縣
0015,國立彰化師範大學,D 日,Master,1527,07 彰化縣
0015,國立彰化師範大學,D 日,Bachelor,4858,07 彰化縣
0015,國立彰化師範大學,N 職,Master,927,07 彰化縣
0015,國立彰化師範大學,S 暑,Master,308,07 彰化縣
0016,國立陽明大學,D 日,Doctor,1007,30 臺北市
0016,國立陽明大學,D 日,Master,1235,30 臺北市
0016,國立陽明大學,D 日,Bachelor,2077,30 臺北市
0016,國立陽明大學,N 職,Master,112,30 臺北市
0017,國立臺北大學,D 日,Doctor,185,01 新北市
0017,國立臺北大學,D 日,Master,1312,01 新北市
0017,國立臺北大學,D 日,Bachelor,5735,01 新北市
0017,國立臺北大學,N 職,Master,470,01 新北市
0017,國立臺北大學,N 修,others,6,01 新北市
0017,國立臺北大學,P 進,Bachelor,1905,01 新北市
0018,國立嘉義大學,D 日,Doctor,194,20 嘉義市
0018,國立嘉義大學,D 日,Master,1576,20 嘉義市
0018,國立嘉義大學,D 日,Bachelor,7864,20 嘉義市
0018,國立嘉義大學,N 職,Master,1005,20 嘉義市
0018,國立嘉義大學,P 進,Bachelor,2111,20 嘉義市
0018,國立嘉義大學,S 暑,Master,8,20 嘉義市
0019,國立高雄大學,D 日,Doctor,15,50 高雄市
0019,國立高雄大學,D 日,Master,644,50 高雄市
0019,國立高雄大學,D 日,Bachelor,4140,50 高雄市
0019,國立高雄大學,N 職,Master,478,50 高雄市
0019,國立高雄大學,N 修,2 Bachelor,177,50 高雄市
0020,國立東華大學,D 日,Doctor,383,15 花蓮縣
0020,國立東華大學,D 日,Master,1851,15 花蓮縣
0020,國立東華大學,D 日,Bachelor,7302,15 花蓮縣
0020,國立東華大學,N 職,Master,505,15 花蓮縣
0020,國立東華大學,S 暑,Master,52,15 花蓮縣
0021,國立暨南國際大學,D 日,Doctor,324,08 南投縣
0021,國立暨南國際大學,D 日,Master,1108,08 南投縣
0021,國立暨南國際大學,D 日,Bachelor,4179,08 南投縣
0021,國立暨南國際大學,N 職,Master,370,08 南投縣
0021,國立暨南國際大學,N 修,2 Bachelor,1,08 南投縣
0022,國立臺灣科技大學,D 日,Doctor,970,30 臺北市
0022,國立臺灣科技大學,D 日,Master,3130,30 臺北市
0022,國立臺灣科技大學,D 日,4 Bachelor,5308,30 臺北市
0022,國立臺灣科技大學,D 日,2 Bachelor,81,30 臺北市
0022,國立臺灣科技大學,D 日,others,19,30 臺北市
0022,國立臺灣科技大學,N 職,Doctor,35,30 臺北市
0022,國立臺灣科技大學,N 職,Master,788,30 臺北市
0022,國立臺灣科技大學,N 修,2 Bachelor,40,30 臺北市
0023,國立雲林科技大學,D 日,Doctor,471,09 雲林縣
0023,國立雲林科技大學,D 日,Master,2041,09 雲林縣
0023,國立雲林科技大學,D 日,4 Bachelor,6146,09 雲林縣
0023,國立雲林科技大學,D 日,2 Bachelor,193,09 雲林縣
0023,國立雲林科技大學,N 職,Master,740,09 雲林縣
0024,國立屏東科技大學,D 日,Doctor,234,13 屏東縣
0024,國立屏東科技大學,D 日,Master,1408,13 屏東縣
0024,國立屏東科技大學,D 日,4 Bachelor,7718,13 屏東縣
0024,國立屏東科技大學,D 日,2 Bachelor,1,13 屏東縣
0024,國立屏東科技大學,N 職,Master,566,13 屏東縣
0024,國立屏東科技大學,N 修,4 Bachelor,1454,13 屏東縣
0024,國立屏東科技大學,N 修,2 Bachelor,1,13 屏東縣
0025,國立臺北科技大學,D 日,Doctor,713,30 臺北市
0025,國立臺北科技大學,D 日,Master,2626,30 臺北市
0025,國立臺北科技大學,D 日,4 Bachelor,5925,30 臺北市
0025,國立臺北科技大學,D 日,2 Bachelor,31,30 臺北市
0025,國立臺北科技大學,N 職,Master,1220,30 臺北市
0025,國立臺北科技大學,N 修,4 Bachelor,415,30 臺北市
0025,國立臺北科技大學,N 修,2 Bachelor,729,30 臺北市
0025,國立臺北科技大學,N 修,others,1,30 臺北市
0026,國立高雄第一科技大學,D 日,Doctor,224,12 高雄市
0026,國立高雄第一科技大學,D 日,Master,1128,12 高雄市
0026,國立高雄第一科技大學,D 日,4 Bachelor,5482,12 高雄市
0026,國立高雄第一科技大學,D 日,2 Bachelor,149,12 高雄市
0026,國立高雄第一科技大學,D 日,others,29,12 高雄市
0026,國立高雄第一科技大學,N 職,Master,722,12 高雄市
0027,國立高雄應用科技大學,D 日,Doctor,286,50 高雄市
0027,國立高雄應用科技大學,D 日,Master,1333,50 高雄市
0027,國立高雄應用科技大學,D 日,4 Bachelor,7505,50 高雄市
0027,國立高雄應用科技大學,D 日,2 Bachelor,96,50 高雄市
0027,國立高雄應用科技大學,N 職,Master,1281,50 高雄市
0027,國立高雄應用科技大學,N 修,4 Bachelor,1165,50 高雄市
0027,國立高雄應用科技大學,N 修,2 Bachelor,522,50 高雄市
0028,國立臺北藝術大學,D 日,Doctor,61,30 臺北市
0028,國立臺北藝術大學,D 日,Master,935,30 臺北市
0028,國立臺北藝術大學,D 日,Bachelor,1700,30 臺北市
0028,國立臺北藝術大學,D 日,5 Associate,86,30 臺北市
0028,國立臺北藝術大學,N 職,Master,140,30 臺北市
0029,國立臺灣藝術大學,D 日,Doctor,81,01 新北市
0029,國立臺灣藝術大學,D 日,Master,727,01 新北市
0029,國立臺灣藝術大學,D 日,Bachelor,2280,01 新北市
0029,國立臺灣藝術大學,N 職,Master,397,01 新北市
0029,國立臺灣藝術大學,N 修,2 Bachelor,308,01 新北市
0029,國立臺灣藝術大學,P 進,Bachelor,1610,01 新北市
0030,國立臺東大學,D 日,Doctor,44,14 臺東縣
0030,國立臺東大學,D 日,Master,303,14 臺東縣
0030,國立臺東大學,D 日,Bachelor,3480,14 臺東縣
0030,國立臺東大學,N 職,Master,275,14 臺東縣
0030,國立臺東大學,P 進,Bachelor,196,14 臺東縣
0030,國立臺東大學,S 暑,Master,356,14 臺東縣
0031,國立宜蘭大學,D 日,Doctor,13,02 宜蘭縣
0031,國立宜蘭大學,D 日,Master,534,02 宜蘭縣
0031,國立宜蘭大學,D 日,Bachelor,4275,02 宜蘭縣
0031,國立宜蘭大學,N 職,Master,178,02 宜蘭縣
0031,國立宜蘭大學,N 修,Bachelor,191,02 宜蘭縣
0031,國立宜蘭大學,P 進,Bachelor,342,02 宜蘭縣
0032,國立聯合大學,D 日,Doctor,6,05 苗栗縣
0032,國立聯合大學,D 日,Master,466,05 苗栗縣
0032,國立聯合大學,D 日,Bachelor,6069,05 苗栗縣
0032,國立聯合大學,P 進,Bachelor,1452,05 苗栗縣
0033,國立虎尾科技大學,D 日,Doctor,27,09 雲林縣
0033,國立虎尾科技大學,D 日,Master,865,09 雲林縣
0033,國立虎尾科技大學,D 日,4 Bachelor,7561,09 雲林縣
0033,國立虎尾科技大學,D 日,2 Bachelor,199,09 雲林縣
0033,國立虎尾科技大學,N 職,Master,285,09 雲林縣
0033,國立虎尾科技大學,N 修,4 Bachelor,1142,09 雲林縣
0033,國立虎尾科技大學,N 修,2 Bachelor,138,09 雲林縣
0034,國立高雄海洋科技大學,D 日,Doctor,3,50 高雄市
0034,國立高雄海洋科技大學,D 日,Master,334,50 高雄市
0034,國立高雄海洋科技大學,D 日,4 Bachelor,4676,50 高雄市
0034,國立高雄海洋科技大學,D 日,2 Bachelor,247,50 高雄市
0034,國立高雄海洋科技大學,D 日,others,33,50 高雄市
0034,國立高雄海洋科技大學,D 日,5 Associate,499,50 高雄市
0034,國立高雄海洋科技大學,N 職,Master,175,50 高雄市
0034,國立高雄海洋科技大學,N 修,4 Bachelor,1852,50 高雄市
0035,國立臺南藝術大學,D 日,Doctor,48,11 臺南市
0035,國立臺南藝術大學,D 日,Master,565,11 臺南市
0035,國立臺南藝術大學,D 日,Bachelor,731,11 臺南市
0035,國立臺南藝術大學,D 日,5 Associate,163,11 臺南市
0035,國立臺南藝術大學,N 職,Master,45,11 臺南市
0035,國立臺南藝術大學,P 進,Bachelor,2,11 臺南市
0036,國立臺南大學,D 日,Doctor,184,21 臺南市
0036,國立臺南大學,D 日,Master,1069,21 臺南市
0036,國立臺南大學,D 日,Bachelor,3858,21 臺南市
0036,國立臺南大學,N 職,Master,686,21 臺南市
0036,國立臺南大學,P 進,Bachelor,276,21 臺南市
0036,國立臺南大學,S 暑,Master,22,21 臺南市
0037,國立臺北教育大學,D 日,Doctor,144,30 臺北市
0037,國立臺北教育大學,D 日,Master,1140,30 臺北市
0037,國立臺北教育大學,D 日,Bachelor,3270,30 臺北市
0037,國立臺北教育大學,N 職,Master,809,30 臺北市
0037,國立臺北教育大學,S 暑,Master,259,30 臺北市
0038,國立新竹教育大學,D 日,Doctor,80,18 新竹市
0038,國立新竹教育大學,D 日,Master,788,18 新竹市
0038,國立新竹教育大學,D 日,Bachelor,2535,18 新竹市
0038,國立新竹教育大學,N 職,Master,417,18 新竹市
0038,國立新竹教育大學,S 暑,Master,165,18 新竹市
0039,國立臺中教育大學,D 日,Doctor,128,19 臺中市
0039,國立臺中教育大學,D 日,Master,843,19 臺中市
0039,國立臺中教育大學,D 日,Bachelor,3407,19 臺中市
0039,國立臺中教育大學,N 職,Master,422,19 臺中市
0039,國立臺中教育大學,S 暑,Master,283,19 臺中市
0042,國立澎湖科技大學,D 日,Master,89,16 澎湖縣
0042,國立澎湖科技大學,D 日,4 Bachelor,2544,16 澎湖縣
0042,國立澎湖科技大學,N 職,Master,43,16 澎湖縣
0042,國立澎湖科技大學,N 修,4 Bachelor,321,16 澎湖縣
0042,國立澎湖科技大學,N 修,2 Associate,17,16 澎湖縣
0043,國立勤益科技大學,D 日,Doctor,9,06 臺中市
0043,國立勤益科技大學,D 日,Master,613,06 臺中市
0043,國立勤益科技大學,D 日,4 Bachelor,6615,06 臺中市
0043,國立勤益科技大學,D 日,2 Bachelor,165,06 臺中市
0043,國立勤益科技大學,D 日,2 Associate,101,06 臺中市
0043,國立勤益科技大學,N 職,Master,228,06 臺中市
0043,國立勤益科技大學,N 修,4 Bachelor,3390,06 臺中市
0043,國立勤益科技大學,N 修,2 Bachelor,124,06 臺中市
0043,國立勤益科技大學,N 修,2 Associate,7,06 臺中市
0044,國立體育大學,D 日,Doctor,131,03 桃園縣
0044,國立體育大學,D 日,Master,319,03 桃園縣
0044,國立體育大學,D 日,Bachelor,1497,03 桃園縣
0044,國立體育大學,N 職,Master,198,03 桃園縣
0044,國立體育大學,N 修,others,95,03 桃園縣
0046,國立臺北護理健康大學,D 日,Doctor,53,30 臺北市
0046,國立臺北護理健康大學,D 日,Master,575,30 臺北市
0046,國立臺北護理健康大學,D 日,4 Bachelor,2201,30 臺北市
0046,國立臺北護理健康大學,D 日,2 Bachelor,689,30 臺北市
0046,國立臺北護理健康大學,D 日,others,18,30 臺北市
0046,國立臺北護理健康大學,N 職,Master,180,30 臺北市
0046,國立臺北護理健康大學,N 修,2 Bachelor,693,30 臺北市
0047,國立高雄餐旅大學,D 日,Doctor,17,50 高雄市
0047,國立高雄餐旅大學,D 日,Master,190,50 高雄市
0047,國立高雄餐旅大學,D 日,4 Bachelor,3180,50 高雄市
0047,國立高雄餐旅大學,D 日,2 Bachelor,89,50 高雄市
0047,國立高雄餐旅大學,D 日,5 Associate,220,50 高雄市
0047,國立高雄餐旅大學,N 職,Master,88,50 高雄市
0047,國立高雄餐旅大學,N 修,4 Bachelor,858,50 高雄市
0047,國立高雄餐旅大學,N 修,2 Bachelor,307,50 高雄市
0047,國立高雄餐旅大學,N 修,2 Associate,243,50 高雄市
0048,國立金門大學,D 日,Master,208,71 金門縣
0048,國立金門大學,D 日,Bachelor,3068,71 金門縣
0048,國立金門大學,N 職,Master,41,71 金門縣
0048,國立金門大學,P 進,Bachelor,796,71 金門縣
0049,國立臺灣體育運動大學,D 日,Master,275,19 臺中市
0049,國立臺灣體育運動大學,D 日,Bachelor,2416,19 臺中市
0049,國立臺灣體育運動大學,N 職,Master,103,19 臺中市
0049,國立臺灣體育運動大學,P 進,Bachelor,402,19 臺中市
0050,國立臺中科技大學,D 日,Master,371,19 臺中市
0050,國立臺中科技大學,D 日,4 Bachelor,4902,19 臺中市
0050,國立臺中科技大學,D 日,2 Bachelor,1394,19 臺中市
0050,國立臺中科技大學,D 日,2 Associate,162,19 臺中市
0050,國立臺中科技大學,D 日,5 Associate,3903,19 臺中市
0050,國立臺中科技大學,N 職,Master,132,19 臺中市
0050,國立臺中科技大學,N 修,4 Bachelor,2258,19 臺中市
0050,國立臺中科技大學,N 修,2 Bachelor,399,19 臺中市
0050,國立臺中科技大學,N 修,2 Associate,198,19 臺中市
0051,國立臺北商業大學,D 日,Master,165,30 臺北市
0051,國立臺北商業大學,D 日,4 Bachelor,2021,30 臺北市
0051,國立臺北商業大學,D 日,2 Bachelor,629,30 臺北市
0051,國立臺北商業大學,D 日,5 Associate,1896,30 臺北市
0051,國立臺北商業大學,N 職,Master,21,30 臺北市
0051,國立臺北商業大學,N 修,4 Bachelor,697,30 臺北市
0051,國立臺北商業大學,N 修,2 Bachelor,950,30 臺北市
0051,國立臺北商業大學,N 修,others,2,30 臺北市
0051,國立臺北商業大學,N 修,2 Associate,560,30 臺北市
0052,國立屏東大學,D 日,Doctor,53,13 屏東縣
0052,國立屏東大學,D 日,Master,993,13 屏東縣
0052,國立屏東大學,D 日,Bachelor,6581,13 屏東縣
0052,國立屏東大學,D 日,2 Bachelor,1,13 屏東縣
0052,國立屏東大學,N 職,Master,407,13 屏東縣
0052,國立屏東大學,P 進,Bachelor,701,13 屏東縣
0052,國立屏東大學,S 暑,Master,115,13 屏東縣
0144,國立臺灣戲曲學院,D 日,4 Bachelor,484,30 臺北市
0144,國立臺灣戲曲學院,N 修,4 Bachelor,44,30 臺北市
0221,國立臺南護理專科學校,D 日,2 Associate,90,21 臺南市
0221,國立臺南護理專科學校,D 日,5 Associate,1758,21 臺南市
0221,國立臺南護理專科學校,N 修,2 Associate,83,21 臺南市
0222,國立臺東專科學校,D 日,2 Associate,444,14 臺東縣
0222,國立臺東專科學校,D 日,5 Associate,613,14 臺東縣
0222,國立臺東專科學校,N 修,2 Associate,171,14 臺東縣
1001,東海大學,D 日,Doctor,218,19 臺中市
1001,東海大學,D 日,Master,1613,19 臺中市
1001,東海大學,D 日,Bachelor,13687,19 臺中市
1001,東海大學,N 職,Master,778,19 臺中市
1001,東海大學,P 進,Bachelor,668,19 臺中市
1002,輔仁大學,D 日,Doctor,441,01 新北市
1002,輔仁大學,D 日,Master,2165,01 新北市
1002,輔仁大學,D 日,Bachelor,18002,01 新北市
1002,輔仁大學,N 職,Master,1617,01 新北市
1002,輔仁大學,N 修,2 Bachelor,62,01 新北市
1002,輔仁大學,P 進,Bachelor,4697,01 新北市
1003,東吳大學,D 日,Doctor,96,30 臺北市
1003,東吳大學,D 日,Master,1193,30 臺北市
1003,東吳大學,D 日,Bachelor,11911,30 臺北市
1003,東吳大學,N 職,Master,1158,30 臺北市
1003,東吳大學,P 進,Bachelor,1239,30 臺北市
1004,中原大學,D 日,Doctor,366,03 桃園縣
1004,中原大學,D 日,Master,1815,03 桃園縣
1004,中原大學,D 日,Bachelor,13001,03 桃園縣
1004,中原大學,D 日,others,19,03 桃園縣
1004,中原大學,N 職,Master,1039,03 桃園縣
1005,淡江大學,D 日,Doctor,481,01 新北市
1005,淡江大學,D 日,Master,2057,01 新北市
1005,淡江大學,D 日,Bachelor,20840,01 新北市
1005,淡江大學,N 職,Master,1250,01 新北市
1005,淡江大學,N 修,2 Bachelor,70,01 新北市
1005,淡江大學,P 進,Bachelor,2362,01 新北市
1006,中國文化大學,D 日,Doctor,519,30 臺北市
1006,中國文化大學,D 日,Master,1665,30 臺北市
1006,中國文化大學,D 日,Bachelor,20928,30 臺北市
1006,中國文化大學,N 職,Master,629,30 臺北市
1006,中國文化大學,N 修,2 Bachelor,116,30 臺北市
1006,中國文化大學,N 修,others,2,30 臺北市
1006,中國文化大學,P 進,Bachelor,2664,30 臺北市
1007,逢甲大學,D 日,Doctor,411,19 臺中市
1007,逢甲大學,D 日,Master,1648,19 臺中市
1007,逢甲大學,D 日,Bachelor,16860,19 臺中市
1007,逢甲大學,N 職,Master,1150,19 臺中市
1007,逢甲大學,P 進,Bachelor,945,19 臺中市
1008,靜宜大學,D 日,Doctor,37,06 臺中市
1008,靜宜大學,D 日,Master,629,06 臺中市
1008,靜宜大學,D 日,Bachelor,11177,06 臺中市
1008,靜宜大學,N 職,Master,325,06 臺中市
1008,靜宜大學,P 進,Bachelor,81,06 臺中市
1009,長庚大學,D 日,Doctor,537,03 桃園縣
1009,長庚大學,D 日,Master,1360,03 桃園縣
1009,長庚大學,D 日,Bachelor,5167,03 桃園縣
1009,長庚大學,N 職,Master,329,03 桃園縣
1010,元智大學,D 日,Doctor,326,03 桃園縣
1010,元智大學,D 日,Master,1139,03 桃園縣
1010,元智大學,D 日,Bachelor,7188,03 桃園縣
1010,元智大學,N 職,Master,995,03 桃園縣
1010,元智大學,N 修,2 Bachelor,1,03 桃園縣
1011,中華大學,D 日,Doctor,132,18 新竹市
1011,中華大學,D 日,Master,664,18 新竹市
1011,中華大學,D 日,Bachelor,7222,18 新竹市
1011,中華大學,N 職,Master,283,18 新竹市
1011,中華大學,N 修,2 Bachelor,176,18 新竹市
1011,中華大學,P 進,Bachelor,221,18 新竹市
1012,大葉大學,D 日,Doctor,154,07 彰化縣
1012,大葉大學,D 日,Master,846,07 彰化縣
1012,大葉大學,D 日,Bachelor,8508,07 彰化縣
1012,大葉大學,N 職,Master,878,07 彰化縣
1012,大葉大學,P 進,Bachelor,1262,07 彰化縣
1012,大葉大學,S 暑,Master,1,07 彰化縣
1013,華梵大學,D 日,Doctor,56,01 新北市
1013,華梵大學,D 日,Master,328,01 新北市
1013,華梵大學,D 日,Bachelor,2740,01 新北市
1013,華梵大學,N 職,Master,351,01 新北市
1014,義守大學,D 日,Doctor,143,12 高雄市
1014,義守大學,D 日,Master,597,12 高雄市
1014,義守大學,D 日,Bachelor,12814,12 高雄市
1014,義守大學,N 職,Master,496,12 高雄市
1014,義守大學,N 修,2 Bachelor,305,12 高雄市
1014,義守大學,P 進,Bachelor,2201,12 高雄市
1015,世新大學,D 日,Doctor,73,30 臺北市
1015,世新大學,D 日,Master,774,30 臺北市
1015,世新大學,D 日,Bachelor,9865,30 臺北市
1015,世新大學,N 職,Master,997,30 臺北市
1015,世新大學,N 修,2 Bachelor,120,30 臺北市
1015,世新大學,P 進,Bachelor,60,30 臺北市
1016,銘傳大學,D 日,Doctor,65,30 臺北市
1016,銘傳大學,D 日,Master,809,30 臺北市
1016,銘傳大學,D 日,Bachelor,17524,30 臺北市
1016,銘傳大學,N 職,Master,882,30 臺北市
1017,實踐大學,D 日,Doctor,8,30 臺北市
1017,實踐大學,D 日,Master,378,30 臺北市
1017,實踐大學,D 日,Bachelor,12405,30 臺北市
1017,實踐大學,D 日,others,2,30 臺北市
1017,實踐大學,N 職,Master,193,30 臺北市
1017,實踐大學,N 修,2 Bachelor,178,30 臺北市
1017,實踐大學,P 進,Bachelor,2414,30 臺北市
1018,朝陽科技大學,D 日,Doctor,88,06 臺中市
1018,朝陽科技大學,D 日,Master,767,06 臺中市
1018,朝陽科技大學,D 日,4 Bachelor,11646,06 臺中市
1018,朝陽科技大學,D 日,2 Bachelor,29,06 臺中市
1018,朝陽科技大學,N 職,Master,497,06 臺中市
1018,朝陽科技大學,N 修,4 Bachelor,3542,06 臺中市
1018,朝陽科技大學,N 修,2 Bachelor,1,06 臺中市
1019,高雄醫學大學,D 日,Doctor,342,50 高雄市
1019,高雄醫學大學,D 日,Master,610,50 高雄市
1019,高雄醫學大學,D 日,Bachelor,5639,50 高雄市
1019,高雄醫學大學,D 日,others,20,50 高雄市
1019,高雄醫學大學,N 職,Master,220,50 高雄市
1019,高雄醫學大學,N 修,2 Bachelor,150,50 高雄市
1020,南華大學,D 日,Doctor,24,10 嘉義縣
1020,南華大學,D 日,Master,691,10 嘉義縣
1020,南華大學,D 日,Bachelor,3926,10 嘉義縣
1020,南華大學,N 職,Master,488,10 嘉義縣
1020,南華大學,P 進,Bachelor,173,10 嘉義縣
1021,真理大學,D 日,Master,147,01 新北市
1021,真理大學,D 日,Bachelor,8033,01 新北市
1021,真理大學,N 職,Master,9,01 新北市
1021,真理大學,P 進,Bachelor,678,01 新北市
1022,大同大學,D 日,Doctor,150,30 臺北市
1022,大同大學,D 日,Master,440,30 臺北市
1022,大同大學,D 日,Bachelor,3683,30 臺北市
1022,大同大學,N 職,Master,437,30 臺北市
1023,南臺科技大學,D 日,Doctor,61,11 臺南市
1023,南臺科技大學,D 日,Master,1013,11 臺南市
1023,南臺科技大學,D 日,4 Bachelor,13130,11 臺南市
1023,南臺科技大學,D 日,2 Bachelor,151,11 臺南市
1023,南臺科技大學,N 職,Master,474,11 臺南市
1023,南臺科技大學,N 修,4 Bachelor,4372,11 臺南市
1023,南臺科技大學,N 修,2 Bachelor,241,11 臺南市
1024,崑山科技大學,D 日,Doctor,33,11 臺南市
1024,崑山科技大學,D 日,Master,463,11 臺南市
1024,崑山科技大學,D 日,4 Bachelor,8654,11 臺南市
1024,崑山科技大學,D 日,2 Bachelor,9,11 臺南市
1024,崑山科技大學,D 日,others,6,11 臺南市
1024,崑山科技大學,N 職,Master,190,11 臺南市
1024,崑山科技大學,N 修,4 Bachelor,3050,11 臺南市
1024,崑山科技大學,N 修,2 Bachelor,334,11 臺南市
1025,嘉南藥理大學,D 日,Master,329,11 臺南市
1025,嘉南藥理大學,D 日,4 Bachelor,12804,11 臺南市
1025,嘉南藥理大學,D 日,2 Bachelor,315,11 臺南市
1025,嘉南藥理大學,N 職,Master,197,11 臺南市
1025,嘉南藥理大學,N 修,4 Bachelor,3188,11 臺南市
1025,嘉南藥理大學,N 修,2 Bachelor,187,11 臺南市
1026,樹德科技大學,D 日,Doctor,23,12 高雄市
1026,樹德科技大學,D 日,Master,377,12 高雄市
1026,樹德科技大學,D 日,4 Bachelor,8238,12 高雄市
1026,樹德科技大學,D 日,2 Bachelor,4,12 高雄市
1026,樹德科技大學,N 職,Master,497,12 高雄市
1026,樹德科技大學,N 修,4 Bachelor,1979,12 高雄市
1026,樹德科技大學,N 修,2 Bachelor,282,12 高雄市
1027,慈濟大學,D 日,Doctor,102,15 花蓮縣
1027,慈濟大學,D 日,Master,330,15 花蓮縣
1027,慈濟大學,D 日,Bachelor,2858,15 花蓮縣
1027,慈濟大學,N 職,Master,40,15 花蓮縣
1028,臺北醫學大學,D 日,Doctor,402,30 臺北市
1028,臺北醫學大學,D 日,Master,638,30 臺北市
1028,臺北醫學大學,D 日,Bachelor,4544,30 臺北市
1028,臺北醫學大學,N 職,Master,224,30 臺北市
1028,臺北醫學大學,N 修,2 Bachelor,121,30 臺北市
1029,中山醫學大學,D 日,Doctor,227,19 臺中市
1029,中山醫學大學,D 日,Master,510,19 臺中市
1029,中山醫學大學,D 日,Bachelor,6393,19 臺中市
1029,中山醫學大學,D 日,others,30,19 臺中市
1029,中山醫學大學,N 職,Master,117,19 臺中市
1029,中山醫學大學,N 修,2 Bachelor,66,19 臺中市
1029,中山醫學大學,P 進,Bachelor,223,19 臺中市
1030,龍華科技大學,D 日,Master,355,03 桃園縣
1030,龍華科技大學,D 日,4 Bachelor,6702,03 桃園縣
1030,龍華科技大學,D 日,2 Bachelor,10,03 桃園縣
1030,龍華科技大學,D 日,2 Associate,49,03 桃園縣
1030,龍華科技大學,N 職,Master,85,03 桃園縣
1030,龍華科技大學,N 修,4 Bachelor,3809,03 桃園縣
1030,龍華科技大學,N 修,2 Bachelor,244,03 桃園縣
1031,輔英科技大學,D 日,Master,128,12 高雄市
1031,輔英科技大學,D 日,4 Bachelor,4133,12 高雄市
1031,輔英科技大學,D 日,2 Bachelor,1209,12 高雄市
1031,輔英科技大學,D 日,5 Associate,3058,12 高雄市
1031,輔英科技大學,N 職,Master,46,12 高雄市
1031,輔英科技大學,N 修,4 Bachelor,639,12 高雄市
1031,輔英科技大學,N 修,2 Bachelor,553,12 高雄市
1032,明新科技大學,D 日,Master,364,04 新竹縣
1032,明新科技大學,D 日,4 Bachelor,8788,04 新竹縣
1032,明新科技大學,D 日,2 Associate,22,04 新竹縣
1032,明新科技大學,N 職,Master,236,04 新竹縣
1032,明新科技大學,N 修,4 Bachelor,3849,04 新竹縣
1032,明新科技大學,N 修,2 Bachelor,86,04 新竹縣
